name,price,status,shipping,free_returns,items_sold
SAPPHIRE PULSE AMD Radeon RX 6600 8GB GDDR6 Graphics Card,20000,Pre-Owned ·,1338,False,11
New ListingMSI GTX 1060 6GB OCV1 Graphics Card – Tested Working – HDMI DP DVI – Clean,8000,Pre-Owned ·,0,True,
AMD Radeon Instinct MI50 16GB HBM2 PCIe 4.0 GPU for AI and Compute Acceleration,14025,Pre-Owned ·,0,False,
"Nvidia RTX A4000 16GB GDDR6 Professional GPU | 1yr Warranty, Fast Ship!",97995,Excellent - Refurbished ·,0,True,717
Nvidia Quadro K2200 4GB GDDR5 Graphics Video Card GPU 2x Display Port 1x DVI-D,2999,Pre-Owned ·,,True,
Gigabyte GeForce GT 1030 OC 2G Graphics Card GPU GV-N1030OC-2GI 2GB GDDR5 Works,4499,Pre-Owned ·,1220,False,
AMD BARCO MXRT 6700 8GB GDDR5 Graphics Video Card GPU,8998,Pre-Owned ·,,True,
VisionTek Radeon 7870 2GB Eyefinity 6 Graphics Card - 900548,2500,Pre-Owned ·,,False,
Nvidia Tesla P40 24GB GPU Card GDDR5 PCI-E KM3C2 Graphics Video Cards,28943,Open Box ·,0,False,51
NVIDIA Quadro P2000 5GB GDDR5 4x DisplayPort GPU Video Graphics Card Dell 87CG5,7997,Very Good - Refurbished ·,0,True,32
XFX AMD Radeon RX Vega 56 8GB HBM2 GPU Graphics Card PC Gaming,7998,Pre-Owned ·,752,False,
HP Nvidia Quadro K2200 4GB GDDR5 Graphics GPU,2899,Pre-Owned ·,0,False,
NVIDIA Tesla M10 32GB GDDR5 Quad-GPU Server Accelerator w/ EPS Power Cable,7498,Pre-Owned ·,0,False,
"New ListingMSI GeForce RTX 2070 Super Gaming X Trio 8GB Graphics Card GPU + XPG,PARTS ONLY",19998,Parts Only ·,2410,False,
NVIDIA GeForce GTX 745 2 GB GDDR5 Full Height Graphics GPU Card,3000,Pre-Owned ·,0,True,
New ListingNVIDIA GeForce GTX TITAN X 12GB GDDR5 Graphics Card 12G-P4-2990-BR,11499,Pre-Owned ·,0,True,
New ListingAsRock Radeon RX 5600 XT Challenger 6GB GDDR6 Graphics Card RX5600XT CLD 6G0,11999,Pre-Owned ·,0,True,
"Nvidia RTX 3060 Ti 8GB Passive Server GPU, Dual Slot, Zotac",19900,Pre-Owned ·,0,False,
XFX GeForce GTX 285 1GB PCIE GPU,8000,Pre-Owned ·,2000,False,
"Nvidia CMP 170HX 10GB HBM2 Mining GPU | 1yr Warranty, US Seller!",22997,Excellent - Refurbished,0,True,
Gigabyte AORUS GeForce RTX 3070 8GB GDDR6 Triple Fan GPU Graphics Card 37224,24500,Pre-Owned ·,1730,False,
RARE Tested GOOD - BFG NVIDIA GeForce GTX 275 PCIe 896MB Graphics Video Card GPU,5995,Pre-Owned ·,0,False,
NVIDIA GeForce GTX 780 3GB GDDR5 Graphics Video Card GPU,4699,Pre-Owned ·,886,True,
Dell GeForce RTX 2060 6GB GDDR6 PCIe 3.0 x16 Graphics Card,15000,Pre-Owned ·,752,False,
NVIDIA GTX TITAN 6GB Reference GPU —tested Works! Great 4 CUDA or AI Workstation,7423,Pre-Owned ·,883,False,
AMD Radeon Pro WX2100 WX 2100 2GB GDDR5 Graphics Video Card GPU,2200,Pre-Owned ·,1645,False,
HP AMD Radeon RX 550 2GB GDDR5 Graphics Video Card GPU 940269-001,2900,Pre-Owned ·,980,False,
GIGABYTE GEFORCE GTX 770 GV-N770OC-4GD 4GB GDDR5 GPU SKU 20910,4499,Pre-Owned ·,0,True,
Nvidia Tesla P100 Cisco UCSC-GPU-P100-12G 12GB Graphics Card,8999,Pre-Owned ·,0,True,
AMD Radeon RX Vega 64 8GB HBM2 Blower GPU 3xDP HDMI GPuTach,9495,Pre-Owned ·,952,False,
New ListingCrypto Mining Rig - Supports 13 GPU's - Includes 6 NVIDIA Geforce RTX 3060Ti,267600,Open Box ·,4404,False,
NVIDIA GeForce GTX 1650 Super 4GB GDDR6 Graphics Card GPU - Tested & Working,8000,Pre-Owned ·,752,False,
NVIDIA Tesla P100 12Gb GPU - Get Your AI On! PNs 01V86H 1V86H 699-2H400-0202-500,8000,Pre-Owned ·,0,True,
ASRock Challenger Arc A380 6GB GDDR6 PCI Express 4.0 ITX Video Graphics Card ...,14699,"Shop With Confidence, Buy From Newegg",,True,
NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 Video Graphics Card GA104 GPU,28000,Pre-Owned ·,0,True,
R7 350 HD 7750 6 HDMI Video Card 4GB GDDR5 GPU Video Card for Stock Trading,18999,Brand New ·,,False,
GIGABYTE Eagle GeForce RTX 3060 Ti Rev 2.0 8GB GPU,23995,Pre-Owned ·,1755,False,
XFX Radeon R9 280X 3GB GDDR5 Dual Fan GPU Graphics Card,3800,Pre-Owned ·,950,False,
ZOTAC GAMING GEFORCE RTX 4070 SUPER 12GB GDDR6X TWIN EDGE VIDEO Graphics CARD,55900,Excellent - Refurbished ·,,True,
"Nvidia RTX 3080 10GB Passive Server GPU, Dual Slot, Zotac",29900,Pre-Owned ·,0,False,
"Galax Nvidia P104-100 8GB Mining GPU (GTX 1080 Hashrate) | Fast Ship, US Seller!",4497,Pre-Owned,0,True,889
Graphics Card GPU Support Bracket: GPU Sag Bracket Video Card Stand GPU Holder G,909,Brand New,0,True,
Dell/HP nVidia Quadro RTX 4000 8GB GDDR6 Video Graphics Card GPU,17999,Pre-Owned ·,0,True,8
Brand New In Box Nvidia Tesla P4 8GB GPU Graphics Card and Turbo Cooling Fan,8500,Open Box ·,500,False,162
Nvidia TESLA K40 699-22081-0202-200 H 12GB GDDR5 GPU Accelerator Card LOT of -3-,6900,Pre-Owned ·,0,False,41
New ListingSAPPHIRE NITRO+ RX 580 8G G5 8GB GDDR5 Graphics Card (11265-01-20G),7100,Pre-Owned ·,741,False,
MSI ARMOR Radeon RX 470 8GB GDDR5 GPU – Mining Edition – Tested & Working,4999,Pre-Owned ·,0,False,
HP 805132-B21 806127-001 808409-001 NVidia Tesla M6 8GB MXM3 PCIE GPU Video Card,5999,Pre-Owned ·,0,False,
AMD Radeon E9260 MXM 4GB Video Graphics Card / GPU 102-D11702-01 Scientific Only,10200,Brand New ·,0,False,515
Dell H56H0 Nvidia Tesla M10 32GB M10 GPU Passive x16 Graphics Accelerator Card,9499,Pre-Owned ·,,False,
Tested GOOD BFG NVIDIA GeForce GTX 260 896MB PCIe x16 Graphics Video Card GPU,3499,Pre-Owned ·,1525,False,
Used - AMD Radeon RX 5700 XT 50th Anniversary Edition GPU,19500,Pre-Owned ·,897,False,
"Asus GeForce RTX 3070 8GB Turbo GPU | 1yr Warranty, Fast Ship!",25995,Excellent - Refurbished ·,0,True,159
ASUS Radeon HD 6950 DirectCU II 2GB GPU EAH6950 DCII Tested – Free Shipping,2499,Pre-Owned ·,0,False,
