name,price,status,shipping,free_returns,items_sold
Intel Xeon E-2124 SR3WQ 3.30GHz 4-Core 8MB 71W LGA-1151 CPU *km,899,Pre-Owned,,True,50
Brand New In Box Omron CJ1H-CPU65​H CJ1HCPU65​H,104599,Brand New,0,True,
Used & Tested Omron CS1H-CPU64​H CS1HCPU64​H PLC Module,51899,Pre-Owned,0,True,
Used FANUC A20B-8001-0641 CPU Board,194899,Pre-Owned,0,True,
Used & Tested Omron CJ1H-CPU66​H CJ1HCPU66​H,77899,Pre-Owned,0,True,
Intel Core i5-7600 SR334 3.5GHz 4-Core LGA 1151 CPU,2399,Excellent - Refurbished,0,True,22
Intel Core i7-6950X CPU | 10 Cores | 20 Threads | 3.5GHz | Intel 2011-3 Socket,13455,Pre-Owned,1368,False,
Intel Xeon Platinum 8173M 2.0Ghz 38.5MB 28-Core 165W LGA3647 SR37Q,3295,Pre-Owned,,True,171
100 PCS New Clamshell Tray Case For Intel 478 775 1150 1155 1156 CPU US,909,Brand New,0,True,83
100 PCS New Clamshell Tray Case For Intel 478 775 1150 1155 1156 CPU US Seller,1055,Brand New,0,True,556
INTEL Core i5-4570T SR1CA 2.90 GHz 4 MB 35 W SKU 16648,1094,Pre-Owned,0,True,
Used & Tested Omron CVM1-CPU11​-V2 CVM1CPU11​V2,71798,Pre-Owned,0,True,
Used & Tested Omron CS1H-CPU65​-V1,54599,Pre-Owned,0,True,
Intel Xeon Platinum 8173M 2.0Ghz  28Core 56Threads LGA3647 SR37Q,3300,Pre-Owned,0,False,196
Intel Core i5-14400F Processor 4.70 GHz OEM Tray CPU SRN3R CM8071505093011,16900,Open Box,0,True,
INTEL Xeon E5-2699V4 SR2JS 2.20 GHz 55 MB SmartCache 145 W SKU 20068,8499,Pre-Owned,0,True,
New! Unlocked AMD EPYC 7532 32 core 64 threads 256MB 200w SP3 2.40GHz CPU,18999,Open Box,0,False,
INTEL Xeon Gold 6240 SRF8X 2.60 GHz 24.75 MB 150 W SKU 16477,2598,Pre-Owned,0,True,
Intel Core i5-4590S 3 GHz 5 GT/s LGA 1150 Desktop CPU Processor SR1QN,1199,Pre-Owned,0,True,778
Intel Xeon X5690 3.46GHz 6.4GT/s 6 Cores 12MB CPU Processor,3399,Pre-Owned,299,False,80
Matched Pair _____ Intel Xeon E5-2680 V4 14 Core 2.4Ghz SR2N7 Processor,3499,Pre-Owned,0,True,
Intel Core i5-6500 LGA 1151 Quad-core 3.2 GHz SR2L6 Processor CPU,2395,Pre-Owned,0,False,1283
YD220BC5M4MFB - AMD Ryzen 3 PRO 2200G Radeon Vega Graphics Socket AM4 Processor,2398,Pre-Owned,60,False,70
New ListingIntel Core i7-6700 SR2L2 3.4GHz L615F069 Desktop CPU,3500,Pre-Owned,1000,False,
Intel 3rd Gen Core i7-3770 SR0PK 3.40GHz (Turbo 3.90GHz) 4-Core 8M LGA-1155 CPU,3799,Pre-Owned,0,False,615
Intel Xeon E3-1270 v6 SR326 3.80GHz 8MB Quad Core LGA1151 CPU Processor,2499,Pre-Owned,0,False,32
Intel Core i7-3930K Six Core 3.2GHz 12MB LGA2011 CPU Processor SR0KY *km,1698,Pre-Owned,0,True,171
6th Gen Intel Pentium G4400 CPU 3.30GHz 3MB LGA1151 Skylake Desktop SR2DC SR2HK,899,Pre-Owned,0,True,181
Intel Xeon CPU E5-2420 V2 2.20GHz 15MB Cache 6 Core LGA1356 Processor SR1AJ,699,Pre-Owned,0,True,
INTEL SRFBT CC150 3.5GHZ 95W CPU,7900,Pre-Owned,,True,13
Intel Core i7-4702MQ SR15J 2.2GHz Quad Core 6M PGA946 Notebook Processor,2495,Pre-Owned,552,False,
GE IC695CPU320 IC695CPU320-HS processor Module New Fast shipping#DHL or FedEx,414545,Brand New,0,False,
Omron C200HX-CPU44-E PLC Processors Module New in box,54399,Brand New,0,False,
KEBA E-CPU-186-C/16MHZ / ECPU186C16MHZ (USED),253833,Pre-Owned,1290,False,
Used & Tested Omron CS1D-CPU65​S CS1DCPU65​S,101099,Pre-Owned,0,True,
New AMD TR4/SP3 CPU Cooler 6-Heatpipe,7588,Brand New,0,True,
GE IC695CPU320 IC695CPU320-HS processor Module New Fast shipping#DHL or FedEx,414545,Brand New,0,False,
AMD Ryzen 9 7950X 7000 Series Processor 16-Core Socket AM5 100-000000514 MPN,30000,Pre-Owned,0,False,
AMD Ryzen 7 9800X3D Desktop Processor (4.7 GHz 8 Cores AM5) Granite Ridge,34999,Pre-Owned,0,True,
New ListingIntel Core i5-6500 3.20GHz Quad-Core SR2L6 CPU Processor 6th Gen LGA 1151,1698,Pre-Owned,,False,
INTEL SRFBT CC150 3.5GHZ 95W CPU,7900,Pre-Owned,,True,13
Intel Core i5-6500T SR2L8 4-Core LGA 1151 CPU PROCESSOR,2199,Excellent - Refurbished,0,True,212
INTEL Xeon Gold 6240 SRF8X 2.60 GHz 24.75 MB 150 W SKU 16477,2598,Pre-Owned,0,True,
Matched Pair INTEL SR1A5 XEON 10-CORE E5-2690V2 3.0GHZ 25MB L3 CACHE 8GT/S QPI,3300,Pre-Owned,0,False,51
Intel Core i7-7700T 2.9GHz 8MB Socket LGA1151 Quad Core Processor SR339,4799,Pre-Owned,0,True,849
Intel Core i5-7500T SR337 2.7GHz Quad Core LGA1151 6MB CPU FREE SHIPPING,2000,Pre-Owned,,True,28
MITSUBISHI A3H-CPU / A3HCPU (NEW IN BOX),183665,New – Open box,1290,False,
20F11NC011JA0NNNNN AB AC Drive  20F11NC011JA0NNNNN ZWT0,189882,Brand New,0,False,
1PCS USED NST ID48S processor  FedEx or DHL,332914,Pre-Owned,0,False,
Intel SR325 Xeon E3-1280V6 3.9GHz Quad Core Processor*km,3999,Pre-Owned,0,True,79
Intel Xeon E5-2667 V4 3.20GHz 8-Core 25MB LGA 2011-3 CPU P/N: SR2P5 Tested,2799,Pre-Owned,0,True,83
Lot of 35 CPUS HIGH YIELD Gold pins Scrap Gold Recovery pinned CPU processors !!,5959,,994,False,
New ListingIntel Core i7-2620M SR03F 2.7GHz Dual-core Mobile CPU Processor Socket G2,1399,Pre-Owned,0,False,
Intel Xeon Gold 6152 2.10Ghz 22 Core 30.25MB LGA3647 CPU P/N: SR3B4 Tested,1599,Pre-Owned,0,True,72
ARCTIC Liquid Freezer III Pro 360 black PC Water Cooler Cooling CPU B-Stock,5309,Brand New,883,False,366
Intel i7-4810MQ CPU Quad Core 2.8-3.8 GHz SR1PV,2499,Pre-Owned,,False,
Intel Xeon E3-1270 v6 SR326 3.80GHz 8MB Quad Core LGA1151 CPU Processor,2499,Pre-Owned,0,False,32
Intel Core i5-10505 SRH38 3.20GHz 6 Core FCLGA1200 12MB Processor CPU Tested,8595,Pre-Owned,,True,
SRFB3 Intel Xeon E-2288G CPU 3.80GHz 8-Core 16MB LGA-1151 Server Processor 95W,47999,Pre-Owned,,True,
Intel Xeon E-2186G SR3WR 3.80GHz 6-Core CPU LGA1151 12MB *km,6898,Pre-Owned,,True,12
New ListingIntel Core i7-8700@ 3.20 GHz  Desktop Processor (LGA 1151)working,6698,Pre-Owned,700,False,
1PC Brand New YOKOGAWA SCP451-51 S1 Processor Module via FedEx or DHL,920009,Brand New,0,False,
R16MTCPU Mitsubishi CPU module new Via FedEx or DHL,190300,Brand New,4000,False,
Used & Tested OMRON C20-CPU73E C20CPU73E CPU Unit,64612,Pre-Owned,0,True,
OMRON CJ1H-CPU65H / CJ1HCPU65H (NEW IN BOX),342815,New – Open box,1290,False,
Intel Core i5-7500 3.40GHz Quad-Core 6MB LGA 1151/Socket H4 CPU SR335,2499,Pre-Owned,0,True,
Intel Xeon Platinum 8173M 2.0Ghz  28Core 56Threads LGA3647 SR37Q,3300,Pre-Owned,0,False,196
Intel Core i7-6700 LGA 1151 3.4 GHz 8 GT/s Desktop CPU Processor SR2L2,4299,Pre-Owned,0,True,282
Intel Core i5-7600 SR334 3.5GHz 4-Core LGA 1151 CPU,2399,Excellent - Refurbished,0,True,22
Intel XEON E5-2699V4 2698V4 2697V4 2696V4 2695V4 2673V4 CPU LGA 2011-3 CPU LOT,9000,Pre-Owned,0,False,55
Intel Xeon CPU E5-2420 V2 2.20GHz 15MB Cache 6 Core LGA1356 Processor SR1AJ,699,Pre-Owned,0,True,
SICK FX3-CPU000000 / FX3CPU000000 (NEW IN BOX),36200,New – Open box,1290,False,
OMRON C200HE-CPU32 / C200HECPU32 (NEW IN BOX),53230,New – Open box,1290,False,
"Intel Platinum 8270 26-Core 2.70Ghz 26- Cores, 35.75M 205W SRF96 CPU Processor",19099,Pre-Owned,0,True,
Matched Pair _____ Intel Xeon E5-2680 V4 14 Core 2.4Ghz SR2N7 Processor,3499,Pre-Owned,0,True,
Intel Core i5-4590S 3 GHz 5 GT/s LGA 1150 Desktop CPU Processor SR1QN,1199,Pre-Owned,0,True,778
Intel Xeon CPU E3-1220 V2 3.10GHz 8MB Cache Quad Core LGA1155 Processor SR0PH,699,Pre-Owned,0,True,
Intel Xeon Silver 4214 SRFB9 2.20GHz 12-Core 16.5MB LGA3647 CPU Processor,1499,Pre-Owned,0,False,215
Darkrock PX4 CPU Air Cooler for LGA 1700 1200 & AM5 AM4 Silent PWM Fan 180W TDP,1698,Brand New,,False,1892
Intel Core i7-6950X CPU | 10 Cores | 20 Threads | 3.5GHz | Intel 2011-3 Socket,13455,Pre-Owned,1368,False,
AMD-K6-2+/450ACZ Processor NEW!,2495,Brand New,830,False,105
Intel SR3N5 i3-8100 3.6GHz 6MB Cache Quad Core Processor SR3N5,1500,Pre-Owned,500,False,23
Intel Xeon E-2124 SR3WQ 3.30GHz 8 MB 4-Core LGA1151 Socket CPU Processor,894,Pre-Owned,0,False,
Intel Core i5-3470T 2.90GHz 2-Core CPU Processor SR0RJ LGA1155 - CPU2A,1495,Pre-Owned,0,True,
Arctic MX-4 8g Thermal Paste with Spatula High Performance for CPU GPU,828,Brand New,0,True,2239
Intel Core i7 3632QM CPU 2.2GHz Quad-Core 35W SR0V0 Laptop Processor,4525,Pre-Owned,0,True,46
New ListingAMD YD240BC6M4MFB Ryzen 5 PRO 2400GE 3.2 GHz Socket AM4 Desktop CPU,2875,Pre-Owned,0,False,
Intel Xeon E3-1240 SR00K 3.3GHz Quad Core LGA 1155 CPU Processor *km,1299,Pre-Owned,0,True,321
AMD A8-6500B APU 3.5 GHz 4-Core Socket FM2 Richland Desktop CPU AD650BOKA44HL,1499,Pre-Owned,,False,58
Raspberry Pi 3 Model B Quad Core 1.2ghz 64bit CPU 1gb RAM WiFi & Bluetooth 4.1,2599,Pre-Owned,0,False,1987
Intel Pentium Pro 200 MHz 1M GJ80521EX200 SL25A  Rare Vintage Cpu in Jewel Case,8900,,1000,False,
OMRON CS1H-CPU67H / CS1HCPU67H (USED),970200,Pre-Owned,1290,False,
FANUC CPU BOARD A16B-3200-0429 **TESTED WARRANTY**,139995,Refurbished,3804,True,
New IN BOX Allen Bradley 1769-L23E-QBFC1B Controller Unit CPU Module ship,112000,Brand New,0,True,
NEW Allen Bradley 1756-L65 B ControlLogix 5564 CPU Never Flashed NOS,189000,Brand New,0,True,
Notifier CPU2-640 - Same Day Shipping (SEALED),201960,Brand New,,True,
FANUC IC610CPU106 / IC610CPU106 (NEW NO BOX),14985,New – Open box,1290,False,
Intel Xeon E5-2470 V2 E5-2470V2 2.4GHz 10 Core 20 Threads L3-25MB CPU Processor,4099,Pre-Owned,0,False,
Intel Xeon Silver 4214 SRFB9 2.20GHz 12-Core 16.5MB LGA3647 CPU Processor,1499,Pre-Owned,0,False,215
Intel Xeon E5-2696 V2 2696V2 2.5Ghz 12-Cores LGA2011 association 2695 V2 2697 V2,3299,Pre-Owned,0,True,
Intel Xeon E5-2680 V4 SR2N7 2.4GHz 35MB 14-Core Processor,1398,Pre-Owned,,False,
AMD 100-000000340 EPYC 7443 24C 2.85Ghz 200W CPU,39500,Pre-Owned,,True,170
Intel SRH48 Xeon W-1250 3.30Ghz 6-Core Socket 1200 CPU Processor Comet Lake-W,4999,Pre-Owned,850,False,
INTEL Xeon Gold 6148 SR3B6 2.40 GHz 27.5 150 W SKU 19625,1694,Pre-Owned,0,True,
Intel Core i7-5960X 3.0GHz 8-Core SR20Q LGA2011-v3 CPU Processor Extreme Edition,4995,Pre-Owned,,False,
AMD-K6-2+/450ACZ Processor NEW!,2495,Brand New,830,False,105
Intel 2U 4-Node 24SFF Cloud/HPC Server 8x Silver 4208 64-Core 2.1GHz 128GB RAM,295500,Pre-Owned,0,False,
Notifier CPU2-3030D - Same Day Shipping (SEALED),243130,Brand New,,True,
INTEL E97379-001 / E97379001 (USED),1493,Pre-Owned,1290,False,
1PC NEW Siemens plc 6ES7 315-2EH13-0AB0 CPU315 6ES7315-2EH13-0AB0 Fast Delivery,36200,Brand New,9000,False,
INTEL XEON X5675 3.06GHz FCLGA1366 CPU Processor,1379,Pre-Owned,0,True,
Intel Core i9-7900X SR3L2 3.30GHz 10-Core 13.75M LGA-2066 CPU Processor,7498,Pre-Owned,0,False,28
New ListingIntel core i5-7400 SR32W 3.00GHz LGA 1151 Desktop CPU,3500,Pre-Owned,0,False,
E5-2699AV4 INTEL XEON 22 CORE SR30Y 2.4GHZ 55MB CPU CM8066003197800,14900,Pre-Owned,,True,297
Intel Xeon E5-2696V4 2.20GHz 22 Core SR2J0 (very similar as 2699V4 but cheaper),6895,Pre-Owned,595,False,287
Intel Core i7 - 3770 / SR0PK  3.40GHz  8-MB  4-Core CPU LGA 1155,3699,Pre-Owned,,False,
"AMD PRO A10-8770 AD877BAGM44AB 3.5 - 3.8 GHz, Socket AM4, 65W CPU *km",1399,Pre-Owned,0,True,52
Intel Core i7 3840QM CPU Quad-Core 2.8-3.8GHz 8M SR0UT Socket G2 Processor,5060,Pre-Owned,0,False,54
AMD EPYC TURIN SP5 ZEN5 9965 192-Core 2.25GHz CPU 100-000000976 ES,359900,Pre-Owned,0,True,
INTEL XEON E5-2695V4 SR2J1 2.10GHZ CPU PROCESSOR (Lot of 2),2800,Pre-Owned,0,True,2421
Intel Xeon E5-2696 V4 2.20Ghz 9.60GTs 55M 22C 150W SR2J0 US stock,6729,Pre-Owned,499,False,80
IDENTICARD 9000CPU / 9000CPU (USED),347490,Pre-Owned,1290,False,
FX3G-14MT/ES Mitsubishi PLC NEW In Box 14-I/O CPU System FX3G14MTES,17799,Brand New,880,False,
Intel Core i5-10505 SRH38 3.20GHz 6 Core FCLGA1200 12MB Processor CPU Tested,8595,Pre-Owned,,True,
Intel Core i5-7500T 2.7 GHz 8GT/s LGA 1151 Desktop CPU Processor SR337,2199,Pre-Owned,0,True,294
New ListingIntel Core i5-8600K  6-Core 3.6 GHz SR3QC,5399,Pre-Owned,,False,
Intel Core i5-760 SLBRP 2.80GHz (Turbo 3.33GHz) 8M 4-Core LGA-1156 Desktop CPU,999,Pre-Owned,0,True,85
Intel Xeon E5-2650 V4 2.20GHz 12-Core 30MB LGA2011-3 Processor P/N: SR2N3 Tested,799,Pre-Owned,0,True,60
Matched Pair INTEL SR1A5 XEON 10-CORE E5-2690V2 3.0GHZ 25MB L3 CACHE 8GT/S QPI,3300,Pre-Owned,0,False,51
Intel Core i7-5960X SR20Q 3.0GHz 8-Core LGA2011-v3 Extreme Edition CPU TESTED!,4979,Pre-Owned,0,False,
AMD Athlon 800 900 1000 1200 1333 1400 1700 2100 2200 2500 2800 3000 Vintage CPU,2395,Pre-Owned,695,False,14
Microsonic Processor Model EM,59999,Pre-Owned,0,False,
Used INTEL E5-2683V4 CPU Processor 16-Core,7988,Pre-Owned,0,True,
SRFB3 Intel Xeon E-2288G CPU 3.80GHz 8-Core 16MB LGA-1151 Server Processor 95W,47999,Pre-Owned,,True,
AMD CPU Ryzen 3 3100 3.6GHz Socket AM4,3200,Pre-Owned,0,False,
Intel Xeon Gold 6230 SRF8W 2.1 GHz 20 Cores CD8069504193701,3375,Pre-Owned,,False,132
Intel Core 2 Duo E8400 CPU 3.0 GHz 6MB LGA 775 Desktop Processor SLAPL SLB9J,699,Pre-Owned,,False,234
New ListingIntel Core i7-2620M SR03F 2.7GHz Dual-core Mobile CPU Processor Socket G2,1399,Pre-Owned,0,False,
Intel Xeon E5-2680 V2 2.8GHz 10-Core 25MB 8GT/s SR1A6 LGA2011 B Grade Server CPU,795,Pre-Owned,0,False,131
Intel Xeon Platinum 8160 Processor SR3B0 24-CORE 2.1 GHZ CD8067303405600,3775,Pre-Owned,,False,101
AMD CPU Ryzen 3 1300X 3.5GHz Socket AM4,1650,Pre-Owned,0,False,
"AMD 3.7 GHZ MODEL A6-8550 DUAL CORE PROCESSOR, AD855BYBI23JC, FM2+, US SELLER",894,Pre-Owned,595,False,
Intel Core 2 Quad Q9650 SLB8W LGA775 3.00GHz Yorkfield Quad Core Processor 12MB,7900,Pre-Owned,0,False,
Intel Core i7-14700K 3.4GHz 20-Core 28-Threads 33MB LGA 1700 Processor P/N:SRN3X,29800,Brand New,,False,
Intel SRF8W Xeon Gold 6230 2.1GHz 20-Core 27.5MB L3 Cache LGA3647 Processor CPU,3799,Pre-Owned,0,False,79
"Intel Platinum 8270 26-Core 2.70Ghz 26- Cores, 35.75M 205W SRF96 CPU Processor",19099,Pre-Owned,0,True,
Intel Core i7 4712MQ 2.3 Ghz 4 Core 8 Thread 6M 37W SR1PS CPU Processor,5067,Pre-Owned,0,True,
Intel Core i7-3930K Six Core 3.2GHz 12MB LGA2011 CPU Processor SR0KY *km,1698,Pre-Owned,0,True,171
Intel 3rd Gen Core i7-3770 SR0PK 3.40GHz (Turbo 3.90GHz) 4-Core 8M LGA-1155 CPU,3499,Pre-Owned,,False,
AMD A8-6500B APU 3.5 GHz 4-Core Socket FM2 Richland Desktop CPU AD650BOKA44HL,1499,Pre-Owned,,False,58
Intel Xeon E5-2690V2 E5-2695V2 E5-2696V2 E5-2697V2 CPU processor,1998,Pre-Owned,0,False,
"HP Desktop PC i7 Hexa-Core, up to 64GB RAM, 4TB SSD, 24"" Monitors, Windows 11",69900,Excellent - Refurbished,,True,
New GE Fanuc IC693CPU323V Free Shipping New in Box New Factory Sealed PLC 1PC US,97860,Brand New,0,False,
New Omron Unit CQM1-PD026 CQM1H-CLK21 CQM1H-CPU11 CQM1H-CPU21 CQM1H-CPU51 Module,20460,Brand New,0,False,
1PC Omron CJ2M-CPU35 PLC Module CJ2MCPU35 In box Brand new Free shipping,40356,Brand New,0,False,
Omron C200HE-CPU32-E PLC Processors Module,42065,Brand New,0,False,
Omron CJ1G-CPU45H PLC Processors Control Module,51670,Brand New,0,False,
Lot of 2 - Intel Xeon E5 - 2643V2 / SR19X  3.50GHz 25MB 6-Core CPU LGA 2011,1500,Pre-Owned,,False,
New ListingIntel Core i5-8600K  6-Core 3.6 GHz SR3QC,5399,Pre-Owned,,False,
Intel Xeon E5-2650 V4 2.20GHz 12-Core 30MB LGA2011-3 Processor P/N: SR2N3 Tested,799,Pre-Owned,0,True,60
ARCTIC Liquid Freezer III Pro 240 black PC Water Cooler AIO CPU B-Stock,4619,Open Box,,False,198
Intel Xeon Platinum 8160 Processor SR3B0 24-CORE 2.1 GHZ CD8067303405600,3775,Pre-Owned,,False,101
Intel Core 2 Duo E8400 CPU 3.0 GHz 6MB LGA 775 Desktop Processor SLAPL SLB9J,699,Pre-Owned,,False,234
Intel Core i5-7500T 2.7 GHz 8GT/s LGA 1151 Desktop CPU Processor SR337,2199,Pre-Owned,0,True,294
Intel Core i7-14700K 3.4GHz 20-Core 28-Threads 33MB LGA 1700 Processor P/N:SRN3X,29800,Brand New,,False,
Old Intel Processors Lot Of 7 CPUs,4999,Pre-Owned,0,False,
REGAL REXNORD 314-887 / 314887...S-4000 4110 CPU16.7MHZ....68000 PROCESSOR.UNICO,92999,New – Open box,0,False,
Omron CJ1G-CPU44H PLC Processors Control Industrial Module,51594,Brand New,0,False,
Omron CJ1M-CPU13-ETN PLC Processors Module,92555,Brand New,0,False,
Ethernet Expansion PCB Cyclone CPU 11S98Y6950YM10RJ61W049🟦,24714,Pre-Owned,0,True,
Intel Core i5-760 SLBRP 2.80GHz (Turbo 3.33GHz) 8M 4-Core LGA-1156 Desktop CPU,999,Pre-Owned,0,True,85
AMD Ryzen 5 3600 6-Core 12-Thread 3.60GHz AM4 CPU Processor | Read Description,3149,Parts Only,0,False,
Intel Xeon Gold 6230 SRF8W 2.1 GHz 20 Cores CD8069504193701,3375,Pre-Owned,,False,132
Intel Xeon E5-2696 V4 2.20Ghz 9.60GTs 55M 22C 150W SR2J0 US stock,6729,Pre-Owned,499,False,80
INTEL XEON E5-2695V4 SR2J1 2.10GHZ CPU PROCESSOR (Lot of 2),2800,Pre-Owned,0,True,2421
Intel Core i7-6950X SR2PA 3.00GHz 25MB 10-Core LGA2011-3 CPU Processor *km,14990,Pre-Owned,,True,16
AMD Wraith Prism RGB LED CPU Cooler Heatsink Fan AM4 AM5 712-000075 / 76,1998,Brand New,0,False,363
Intel Core i7-5960X SR20Q 3.0GHz 8-Core LGA2011-v3 Extreme Edition CPU TESTED!,4979,Pre-Owned,0,False,
Intel Xeon 6 6530P LGA4710 144M Cache 2.30 GHz 32 Cores 64 Threads CPU Processor,199900,Pre-Owned,,True,
Intel 3rd Gen Core i7-3770 SR0PK 3.40GHz (Turbo 3.90GHz) 4-Core 8M LGA-1155 CPU,3799,Pre-Owned,0,False,615
Intel Core i7-5960X 3.0GHz 8-Core SR20Q LGA2011-v3 CPU Processor Extreme Edition,4995,Pre-Owned,,False,
NEW IN BOX DELL INTEL E139761 MOTHERBOARD W/ INTEL PENTIUM III CPU STOCK G344A,60000,Brand New,0,False,
Omron C200HG-CPU43-E PLC Processors Control Industrial Automation Module,43510,Brand New,0,False,
Intel Xeon Gold 6430 BX807136430 2.1 GHz 32-Core CPU Processor FCLGA4677,117997,Open Box,,True,
SRQD5 Intel Core Ultra 9 285K 24-Cores 3.7GHz 24 Threads FCLGA1851 Processor New,54900,Brand New,,True,41
AMD 100-000000053 EPYC 7742 64c 2.25GHz 225W PROCESSOR,54900,Pre-Owned,,True,100
AMD CPU Ryzen 3 1300X 3.5GHz Socket AM4,1650,,0,False,
Intel Xeon E5-2640 v4 | SR2NZ 2.40GHz 25MB | 10-Core LGA2011-3 CPU Processor,759,Very Good - Refurbished,0,True,243
Cooler Master Hyper 212 Spectrum V3 CPU Cooler - 120mm Fan - Unused,1998,Open Box,0,True,75
New ListingIntel Core i7-2620M SR03F 2.7GHz Dual-core Mobile CPU Processor Socket G2,1399,Pre-Owned,0,False,
Matched Pair INTEL SR1A5 XEON 10-CORE E5-2690V2 3.0GHZ 25MB L3 CACHE 8GT/S QPI,3300,Pre-Owned,0,False,51
Omron C200HS-CPU21-E PLC Processors Control Industrial Module,37645,Brand New,0,False,
BMEP583020 Schneider Modicon M580 Processor Module Fast Shipping,405500,Brand New,0,True,
Intel Core i7 4712MQ 2.3 Ghz 4 Core 8 Thread 6M 37W SR1PS CPU Processor,5067,Pre-Owned,0,True,
"Intel Platinum 8270 26-Core 2.70Ghz 26- Cores, 35.75M 205W SRF96 CPU Processor",19099,Pre-Owned,0,True,
Intel Core 2 Quad Q9650 SLB8W LGA775 3.00GHz Yorkfield Quad Core Processor 12MB,7900,Pre-Owned,0,False,
Intel Xeon Gold 6240R 2.4GHz Processor 24-Core Socket LGA3647 SRGZ8,12999,Pre-Owned,,True,
Intel Xeon Gold 6152 2.1 GHz 22 Cores SR3B4 CD8067303406000,1795,Pre-Owned,,False,144
Intel Xeon E5-2690v3 2.6GHz 12-Core 30Mb LGA2011 Server CPU - SR1XN - GRADE A!,849,Pre-Owned,0,False,18
Intel Xeon E5-2680 V2 2.8GHz 10-Core 25MB 8GT/s SR1A6 LGA2011 B Grade Server CPU,795,Pre-Owned,0,False,131
Intel Xeon E5-2667v4 3.2GHZ 8C 25MB 135W FCLGA2011-3 CPU CM8066002041900 SR2P5,2399,Pre-Owned,0,True,
Arctic MX-4 8g Thermal Paste with Spatula High Performance for CPU GPU,828,Brand New,0,True,2239
Intel Xeon E3-1271V3 SR1R3 3.60GHZ,2500,Pre-Owned,0,False,
Intel 3rd Gen Core i7-3770 SR0PK 3.40GHz (Turbo 3.90GHz) 4-Core 8M LGA-1155 CPU,3499,Pre-Owned,,False,
Intel Core i7-3930K Six Core 3.2GHz 12MB LGA2011 CPU Processor SR0KY *km,1698,Pre-Owned,0,True,171
Intel SRF8W Xeon Gold 6230 2.1GHz 20-Core 27.5MB L3 Cache LGA3647 Processor CPU,3799,Pre-Owned,0,False,79
100 PCS New Clamshell Tray Case For Intel 478 775 1150 1155 1156 CPU US,909,Brand New,0,True,83
New ListingAMD Ryzen 7 3700X 8-Core 3.6GHz Socket AM4 - No Box,10000,Pre-Owned,507,False,
AMD Phenom II X6 1090T Black Edition AM3 3.2GHz Thuban Six Core HDT90ZFBK6DGR,6500,Pre-Owned,0,True,
Intel SRF95 Xeon Platinum 8268 2.9GHz 24C 35.75MB L3 10.4 GT/s UPI LGA3647 CPU,17999,Pre-Owned,,False,
AMD A12-Series A12-9800E 3.1GHz AD980BAHM44AB Desktop CPU Processor,1399,Pre-Owned,0,False,15
Omron CJ1G-CPU45H PLC Processors Control Industrial Module,51585,Brand New,0,False,
Omron CJ1G-CPU45H PLC Processors Module New in box,51840,Brand New,0,False,
Brand New in Box FANUC A20B-3300-0475 CPU Board,115889,Brand New,0,True,
Brand New In Box Omron C200H-CPU3​1-E C200HCPU3​1E,60199,Brand New,0,True,
1PCS Omron module CPU44 CPU54-Z new via FedEx or DHL,190000,Brand New,3000,False,
1PCS IC693CPU351-GN GE PLC CPU Module  new via FedEx or DHL,98188,Brand New,0,False,
HPE INTEL XEON E5-2680 V4 SR2N7 2.40GHZ 14 CORE HP CPU  E5-2680V4 LOT OF 2,3200,Pre-Owned,,True,
Intel Pentium G4400 3.30GHz Dual-Core 2-Threads 3MB LGA 1151 CPU P/N: SR2DC,699,Pre-Owned,0,True,62
Lot of 10 - Intel Core i5-2520M Dual Core SR048 2.50GHz CPU Processor *KM,1998,Pre-Owned,,True,110
Matched pair Intel Xeon E5-2667 V3 3.20GHz Octa-Core 20MB LGA 2011-3 SR203,1499,Pre-Owned,0,False,
AMD Phenom II X4 955 3.2 GHz Quad-Core CPU Socket AM3 HDZ955FBK4DGM Processor,1929,Pre-Owned,0,True,
Intel Xeon E5-2673 V4 20-Core 2.30GHz 50MB LGA2011-3 CPU processor SR2KE 2673V4,3599,Pre-Owned,0,False,19
Intel Xeon E5-1680 v2 Processor LGA2011 8 core 16 thread 3.0GHz CPU processor,8900,Pre-Owned,0,True,
Intel Core 2 Duo Mobile T9600 SLG9F 2.8GHz 1066 MHz 6M Laptop CPU Processor,1687,Pre-Owned,0,True,
Intel Xeon E5-2690 v4 14-Core CPU 2.6GHz 35MB Cache DDR4 (2400) LGA2011 | SR2N2,1900,Pre-Owned,0,False,28
1PCS C2000H-CPU01-EV1 New Power Module via FedEx or DHL,277086,Brand New,0,False,
X20CP3585 B&R CPU modular brand new in box,795580,Brand New,6000,False,
KEBA E-CPU-186B / ECPU186B (USED),217854,Pre-Owned,1290,False,
MITSUBISHI K3N-CPU / K3NCPU (USED),142852,Pre-Owned,1290,False,
Intel Core i7-7700 3.60GHz LGA1151 SR338 Processor,4499,Pre-Owned,0,False,
9x Intel CPU Lot LGA1151 LGA1200 Skylake Kaby Lake Comet Lake Celeron G5925,3999,Pre-Owned,1305,False,
Intel SRF8X INTEL XEON GOLD 6240 2.60GHZ 24.75M 18-CORE PROCESSOR,2699,Pre-Owned,0,True,59
AMD Ryzen 7 9800X3D 8-Core 16-Thread AM5 CPU Processor Brand New Unused,38499,Open Box,,True,62
